,Code,PT,DOMES,Description,Lat,Lon,Height
1892,GANW,A,77000P376,NEWNAN,33 18 20.8,275 13 57.4,260
1893,CPAC,A,77000P281,Capac,43 00 37.8,277 03 56.5,217.9
1894,MANA,A,41201S001,"Managua, Nicaragua",12 08 56.1,273 45 03.6,71
1895,GAML,A,77000P375,MILLEDGEVILLE,33 09 12.0,276 45 28.2,91.9
1896,PARL,A,49536S001,PSU ARL NRDC,40 11 46.2,284 56 24.3,75.3
1897,BRAN,A,40400M301,BRAN,34 11 05.6,241 43 22.6,246.2
1898,COT2,A,49540S001,City of Tucson 2,32 14 14.9,249 10 08.6,758.8
1899,AZCO,A,49454M001,Cochise County 2,31 23 27.7,250 04 15.1,1473.2
1900,SCCC,A,49406M001,Col of Charleston,32 46 58.5,280 03 43.2,-11.4
1901,SCGP,A,77001P551,Greer CPW,34 56 15.7,277 46 02.7,278
1902,GRAZ,A,11001M002,"Graz, Austria",47 04 01.6,15 29 36.5,538.3
1903,WGTN,A,50208M003,Wellington Airport,-41 19 24.4,174 48 21.2,26
1904,P494,A,77001P368,WestsideESCS2005,32 45 34.7,244 16 04.5,-44.4
1905,PNGM,A,51006M001,Manus Island CGPS,-2 02 35.6,147 21 57.6,116.3
1906,MAC1,A,50135M001,"MacQuarie Island, Sub-",-54 29 58.3,158 56 08.9,-6.7
1907,COCO,A,50127M001,Cocos (Keeling) Island,-12 11 18.0,96 50 02.2,-35.3
1908,P015,A,77001P213,DueceClubSAZ2005,34 15 49.7,249 59 25.8,1930.2
1909,HAST,A,50221M001,Hasting,42 36 34.0,274 44 05.1,251.3
1910,UOFM,A,49969S001,Ann Arbor,42 17 44.9,276 09 37.1,242.6
1911,P028,A,77001P220,ChacoCnHP_NM2005,36 01 54.0,252 05 29.7,1933.1
1912,WACH,A,77001P843,Wauchula,27 30 51.0,278 07 03.3,9.2
1913,AZAH,A,77000P156,Ashler Hills,33 46 28.0,248 06 29.1,711.8
1914,P560,A,77001P383,StokesPropCS2005,34 49 18.5,241 27 32.8,838.3
1915,P261,A,77001P297,HunterHillCN2004,38 09 10.6,237 46 56.8,118.2
1916,P020,A,77001P215,DRYLNDRSH_WA2004,47 00 07.9,241 26 03.2,480.1
1917,SIMO,A,30307M001,"Simonstown, South Afri",-34 11 16.5,18 26 22.4,39.5
1918,ILSA,A,77000P469,Springfield,39 46 43.0,270 23 22.9,152.9
1919,BKAP,A,49753M001,BKAP_SCGN_CS2000,35 17 13.3,243 55 10.4,252
1920,P500,A,77001P369,AllAmericnCS2005,32 41 24.1,244 42 00.2,-20.6
1921,P015,A,77001P213,DueceClubSAZ2005,34 15 49.7,249 59 25.8,1930.2
1922,WAB2,A,14014M002,Wabern 14014M002,46 55 25.4,7 27 51.3,611.2
1923,P415,A,77001P348,WHGOLFCRS_WA2004,46 39 21.5,236 16 12.4,-15.4
1924,P693,A,77001P421,MSH_NWDOMEWA2004,46 12 37.1,237 47 51.5,2113
1925,P696,A,77001P423,MSH_EADOMEWA2004,46 11 48.7,237 50 54.1,1600
1926,P698,A,77001P425,MSH_SESLPEWA2004,46 10 24.4,237 50 21.7,1479.4
1927,P699,A,77001P426,MSH_WSTRADWA2005,46 11 23.2,237 47 48.3,2274.1
1928,P702,A,77001P427,MSH_ElkRckWA2004,46 18 00.5,237 39 15.6,1305.7
1929,CASS,A,49557S001,Cass City,43 36 07.0,276 50 19.8,196.8
1930,MILT,A,77000P719,Ludington,43 56 50.6,273 33 30.4,145.9
1931,EIL1,A,49805S001,Alaska NGA collocated,64 41 16.5,212 53 13.3,176.5
1932,P038,A,77001P230,PortalesAp_NM2005,34 08 50.1,256 35 33.5,1213
1933,P198,A,77001P286,PetalumAirCN2004,38 15 35.5,237 23 33.1,-4.6
1934,P222,A,77001P288,CoyotHillsCN2004,37 32 21.2,237 55 00.2,53.5
1935,P224,A,49405M001,SibleyVolcCN2005,37 51 50.0,237 46 51.3,407.4
1936,P230,A,77001P290,MorganTrtyCN2005,37 49 08.2,238 12 48.9,648
1937,P171,A,77001P275,SantaLuciaCN2004,36 29 07.8,238 12 26.9,572.7
1938,P089,A,77001P254,Wanship___UT2004,40 48 25.5,248 35 04.9,1815.7
1939,MSSC,A,49459S001,Stennis Space Center,30 22 30.8,270 23 10.0,-13.1
1940,BFNY,A,49544S001,Buffalo,42 52 39.2,281 06 34.3,145.5
1941,DEDT,A,77000P297,Dover DOT,39 08 52.3,284 29 44.3,-12.6
1942,NJDY,A,77001P060,NJDY,40 22 52.1,285 32 03.6,3
1943,NJMT,A,77001P064,NJMT,40 47 47.3,285 31 00.6,99.9
1944,MDMT,A,49665M001,Medicine Mountain,42 25 06.0,238 46 42.2,1710.5
1945,ATW2,A,77000P153,ATW2_AKDA_AK2000,61 35 51.9,210 52 03.7,97.1
1946,ECHO,A,49717S001,ECHO_BRGN_NV1999,37 54 55.9,245 44 08.7,1684.1
1947,VABG,A,49462M001,Big Stone Gap VA DMME,36 51 20.6,277 14 23.1,574
1948,SUTM,A,30314M004,"Sutherland, South Afri",-32 22 53.1,20 48 39.2,1797.6
1949,P376,A,77001P343,EOLARESVR_OR2004,44 56 28.3,236 53 51.8,180.9
1950,NCMO,A,77000P989,Mooresville,35 34 46.9,279 11 47.4,264.9
1951,P687,A,77001P419,MSH_Tube1_WA2004,46 06 34.4,237 38 43.2,391.1
1952,NCSY,A,77001P011,SW Community College,35 20 52.4,276 47 36.5,643.8
1953,JTNT,A,49881S001,Jayton,33 01 01.9,259 01 22.2,684.5
1954,NLGN,A,77001P073,Neligh,42 12 24.2,262 12 16.9,500.4
1955,MSB1,A,77000P911,Bobo 1,34 06 52.2,269 18 34.9,24
1956,MSB2,A,77000P912,Bobo 2,34 06 51.3,269 18 35.0,23.9
1957,PBOC,A,49640S002,Prudhoe Bay 2,70 15 23.0,211 39 54.3,20.1
1958,EGAN,A,77000P331,EGAN_BRGN_NV1996,39 20 42.8,245 03 40.1,1998.3
1959,CONZ,A,41719M002,"Concepcion, Chile",-36 50 37.5,286 58 28.2,180.7
1960,AZPE,A,77000P172,Peoria AZ BIG O,33 34 29.7,247 44 39.7,316.2
1961,AZCL,A,77000P162,Coolidge,32 59 01.1,248 29 04.6,407.1
1962,AZKR,A,77000P167,Kearny,33 03 32.2,249 05 23.0,560.5
1963,LKN1,A,77000P589,Elko,40 51 35.7,244 15 27.8,1582.1
1964,LWX1,A,77000P639,Sterling,38 58 21.6,282 30 41.0,60.7
1965,GACR,A,77000P367,Cochran,32 22 51.4,276 39 13.5,97.8
1966,NCG2,A,77000P973,GREENSBORO 2,36 04 02.7,280 15 18.0,215.6
1967,RIGA,A,12302M002,"Riga, Latvia",56 56 55.0,24 03 31.5,34.7
1968,STL4,A,77001P594,St Louis 4,38 36 40.7,270 14 27.9,167.5
1969,NTUS,A,22601M001,Nanyang,1 20 44.8,103 40 47.8,75.3
1970,GABR,A,77000P362,BLUE RIDGE,34 51 51.9,275 40 22.3,515.5
1971,P164,A,77001P270,PrattMtn__CN2004,40 07 09.3,236 18 23.9,1148.3
1972,TWTF,A,23603S002,"Taoyuan, Republic of C",24 57 12.8,121 09 52.2,201.5
1973,NRL1,A,40451S301,U.S. Naval Research La,38 49 14.6,282 58 32.1,-18.2
1974,GCGT,A,80401M001,George Town,19 17 34.6,278 37 13.9,8.4
1975,CABL,A,49763M001,CABL_PNGA_OR1997,42 50 09.9,235 26 11.9,37.8
1976,UPO1,A,49895S001,Upolu Point 1,20 14 45.1,204 06 58.2,78.2
1977,CME2,A,77000P257,Cape Mendocino 2,40 26 29.0,235 36 13.2,303.9
1978,FST1,A,77000P349,Flagstaff 1,35 13 18.3,248 10 57.3,2136.2
1979,BRTW,A,49529S001,BARTOW,27 56 58.6,278 13 01.7,12
1980,KWST,A,49582S001,Key West,24 33 13.2,278 14 44.5,-11.8
1981,MTHN,A,49588S001,Marathon,24 43 33.2,278 57 03.2,-20.5
1982,P105,A,77401P263,DeltaMuni_UT2004,39 23 15.1,247 29 45.2,1431.5
1983,FDTC,A,49604S001,Florence Darlington Te,34 14 42.8,280 11 13.5,15.1
1984,P158,A,77001P268,MonumntRdgCN2004,40 25 20.9,235 53 34.0,873.7
1985,VARI,A,77001P818,Ed Snider,37 17 23.9,282 35 51.3,-9.6
1986,SLCU,A,49691S001,SALT LAKE CITY,40 46 19.8,248 02 42.0,1277.8
1987,SSIA,A,41401S001,"San Salvador, El Salva",13 41 49.5,270 53 00.2,626.6
1988,PTSG,A,49769M001,Point St. George,41 46 57.8,235 44 41.2,-10.2
1989,ADKS,A,49446M001,Addicks 1795 CORS ARP,29 47 27.4,264 24 48.9,2.8
1990,CME1,A,49894S001,Cape Mendocino 1,40 26 30.3,235 36 13.1,305.5
1991,P162,A,49408M001,RedwoodsCCCN2004,40 41 27.9,235 45 46.6,-6.5
1992,P170,A,77001P274,BALDMTN___CN2004,40 52 48.8,236 08 12.1,918.1
1993,TRND,A,49772M001,TRND_PNGA_CN1999,41 03 13.9,235 50 56.8,78.2
1994,PITT,A,49566S001,Pittsboro,35 43 11.2,280 49 21.3,101.4
1995,CTBR,A,77000P285,Brookfield,41 29 49.8,286 34 54.3,52.1
1996,CTDA,A,77000P286,Darien,41 03 57.1,286 29 34.0,-14.5
1997,CTEG,A,77000P287,East Granby,41 55 24.3,287 18 04.1,29.1
1998,CTGR,A,49404M001,Groton,41 20 07.0,287 57 01.0,-19.6
1999,CTGU,A,77000P288,Guilford,41 17 21.7,287 19 55.5,-19.3
2000,CTMA,A,77000P290,Mansfield,41 43 52.9,287 47 21.1,54
2001,CTPU,A,49403M001,Putnam,41 53 58.9,288 06 39.0,55.9
2002,CTWI,A,77000P293,Winchester,41 53 51.9,286 55 49.0,190.9
2003,TWHL,A,49635S001,TWHL_PNGA_WA2001,47 00 57.2,237 04 37.6,107.3
2004,P169,A,77001P273,FickleHillCN2004,40 47 28.1,236 01 56.4,689.4
2005,P539,A,77001P378,VogelRanchCS2004,35 42 09.6,239 49 04.6,601.1
2006,TORP,A,49912M001,Torrance Ariport,33 47 52.0,241 40 09.8,-5.2
2007,GTRG,A,77000P392,GTRG_EBRY_ID1998,43 14 38.7,246 45 31.6,1539.1
2008,RWDN,A,49493M001,McCook,40 05 12.1,259 20 47.4,775
2009,TRAK,A,40480M001,Bommer Canyon,33 37 04.5,242 11 47.6,115.6
2010,P486,A,77001P367,BorregoAirCS2004,33 15 36.6,243 40 39.7,126.3
2011,COT2,A,49540S001,City of Tucson 2,32 14 14.9,249 10 08.6,758.8
2012,P591,A,77001P395,CalCityAptCS2005,35 09 08.7,241 59 00.6,708.8
2013,XMIS,A,50183M001,Christmas Island,-10 26 59.8,105 41 18.6,261.5
2014,P451,A,77001P353,WSUOthelo_WA2004,46 47 34.0,240 57 31.0,351.4
2015,KEN1,A,49995S001,Kenai 1,60 40 30.2,208 38 59.3,56.2
2016,KEN2,A,49995S002,Kenai 2,60 40 29.2,208 38 59.4,56.5
2017,ENG2,A,77000P332,English Turn 2,29 52 45.0,270 03 28.4,-18.6
2018,MANA,A,41201S001,"Managua, Nicaragua",12 08 56.1,273 45 03.6,71
2019,FLIU,A,49460S001,International Hurrican,25 45 16.5,279 37 35.1,1.7
2020,TSWY,A,77001P658,TSWY_EBRY_WY2001,43 40 26.7,249 24 09.0,2190.7
2021,P532,A,77001P376,WicksRanchCS2004,35 38 01.7,239 43 58.7,533.2
2022,NCWS,A,77001P022,Winston Salem,36 04 15.7,279 46 22.2,252.7
2023,BOGT,A,41901M001,"Bogota, Colombia",4 38 24.2,285 55 08.6,2576.5
2024,ASUB,A,49565S001,ASU-Boone,36 12 50.8,278 19 05.3,956.6
2025,CNMR,A,50512M001,Mariana Island,15 13 46.9,145 44 35.1,64.4
2026,OKAR,A,77001P180,ARDMORE,34 10 06.4,262 49 50.7,235.8
2027,VCIO,A,49490M001,Vici,36 04 18.1,260 46 57.6,623.9
2028,P567,A,77001P388,RioBravo__CS2005,35 25 15.4,241 14 47.1,706.3
2029,CTNE,A,77000P292,Paquette,41 40 24.7,287 17 07.7,40.5
2030,GUST,A,49632S001,Gustavus,41 27 45.9,279 17 01.7,282
2031,SFER,A,13402M004,"San Fernando, Spain",36 27 51.6,353 47 39.6,84.2
2032,CRST,A,77000P283,Crestview,30 43 33.8,273 29 37.7,32.6
2033,ZTL4,A,77001P928,Atlanta WAAS 4,33 22 46.8,275 42 11.7,260.7
2034,TXDE,A,49513M001,DENTON,33 12 37.6,262 50 13.9,178.8
2035,TXAR,A,49571S001,Arlington RRP2,32 45 32.5,262 56 22.9,142.8
2036,TXES,A,49512M001,ELLIS,32 22 10.9,263 08 14.0,163.7
2037,TXHE,A,77001P714,Hempstead,30 05 56.4,263 56 11.4,47.5
2038,TXLI,A,77001P731,Liberty,30 03 21.1,265 13 44.2,-11.1
2039,TXTA,A,77001P793,TAYLOR,30 33 51.2,262 33 17.8,147.8
2040,TXPE,A,77001P759,Presidio,29 33 31.1,255 38 33.4,766.6
2041,TXSA,A,49575S001,San Angelo RRP,31 24 51.5,259 31 37.6,566.1
2042,TXSN,A,77001P787,Sanderson,30 09 09.2,257 35 25.8,850.9
2043,TXLF,A,77001P730,Lufkin,31 21 22.8,265 16 54.0,77.5
2044,TXMA,A,77001P739,Marshall TX,32 32 07.1,265 42 40.8,79.1
2045,TXPA,A,77001P756,Paris,33 40 27.2,264 26 34.7,145.1
2046,TXAG,A,49407M001,Angleton,29 09 50.9,264 34 51.5,-16
2047,TXBS,A,77001P674,BASTROP,30 06 46.2,262 42 33.7,140.1
2048,TXBU,A,77001P676,Burnet,30 45 01.6,261 48 56.2,438
2049,TXGA,A,49872M001,Galveston,29 19 40.3,265 13 38.4,-10.7
2050,TXLL,A,77001P732,Llano,30 44 00.7,261 19 17.0,306.3
2051,TXLM,A,77001P733,La Marque,29 23 32.0,264 58 34.7,-17.5
2052,TXRO,A,77001P772,Rosenberg,29 31 08.7,264 11 33.0,3.4
2053,TXSM,A,77001P786,San Marcos,29 52 40.5,262 05 50.3,157.4
2054,SUP2,A,49623S001,Escanaba,45 44 58.1,272 55 35.3,153.8
2055,GRAR,A,49615S001,Grand Rapids,42 59 19.6,274 19 32.3,155.9
2056,BURN,A,49658M001,"Burns Junction, Oregon",42 46 46.2,242 09 23.2,1180.9
2057,ANG1,A,49569S001,Angleton 1,29 18 05.3,264 30 53.7,-9.5
2058,TXTY,A,77001P798,TYLER,32 14 58.6,264 36 22.9,120.1
2059,TXBY,A,77001P680,BRYAN,30 41 09.0,263 37 46.0,87.9
2060,TXCN,A,77001P692,Conroe,30 20 56.2,264 33 31.6,48.8
2061,TXDA,A,49514M001,DALLAS,32 47 59.9,263 19 37.5,160.7
2062,TXKA,A,49511M001,KAUFMAN,32 34 18.3,263 41 08.5,115.9
2063,TXNA,A,49510M001,NAVARRO,32 02 30.4,263 27 40.5,105.4
2064,AZKR,A,77000P167,Kearny,33 03 32.2,249 05 23.0,560.5
2065,TXFR,A,77001P706,Fredericksburg,30 14 45.5,261 09 11.5,473.4
2066,KUUJ,A,40154M001,KUUJ CACS-ACP,55 16 42.1,282 15 16.4,-0.4
2067,CLRE,A,49556S001,Saint Clair,42 43 25.9,277 24 15.4,154.4
2068,SC00,A,49634S001,SC00_PNGA_WA2000,46 57 03.3,239 16 31.4,1178.4
2069,NMRO,A,77001P076,ROSWELL,33 23 41.8,255 24 39.2,1094.7
2070,NOR2,A,49619S001,Gaylord,44 59 21.3,275 18 59.8,360.4
2071,NOR3,A,49620S001,Alpena,45 04 06.9,276 25 52.8,174.5
2072,SUP3,A,49629S001,Newberry,46 18 09.5,274 29 13.9,221.7
2073,CRO1,A,43201M001,"Christiansted, U.S. Vi",17 45 24.8,295 24 56.4,-32
2074,ARFY,A,77000P131,FAYETTEVILLE,36 06 56.8,265 49 11.8,349.5
2075,KYSC,A,49440M001,"Somerset,The Center fo",37 03 33.1,275 22 50.9,242.9
2076,ARCM,A,77000P130,CAMDEN,33 32 32.6,267 07 02.1,25.5
2077,ARHP,A,77000P132,HOPE,33 41 45.7,266 23 58.0,84.5
2078,ARLR,A,77000P136,LITTLE ROCK,34 40 21.4,267 37 02.7,73.2
2079,ARPG,A,77000P145,PARAGOULD,36 03 32.8,269 28 52.3,68.4
2080,BLRW,A,49501M001,Blue River,43 13 48.9,269 28 09.1,190.7
2081,KYCB,A,77000P558,Cumberland Southeast C,36 57 54.6,277 00 07.9,415.6
2082,AB44,A,49401M001,SkagwayUSCAK2005,59 31 40.9,224 46 18.1,304.2
2083,HMLK,A,77000P414,HEMLOCK,43 24 41.1,275 45 45.4,170.4
2084,NMSF,A,49530S001,Santa Fe,35 40 25.6,254 02 29.0,2096.3
2085,MIDT,A,77000P701,Hoover Yard,42 26 37.1,276 59 40.1,161.2
2086,MIPP,A,77000P737,Paw Paw,42 13 09.5,274 07 23.2,199
2087,MIDS,A,77000P700,Davison,43 02 59.8,276 28 48.9,212.9
2088,MINW,A,77000P732,Norway,45 47 24.3,272 04 54.2,255.9
2089,AB50,A,49400M001,MendenhallAK2005,58 25 00.3,225 27 16.9,51.6
2090,UPSA,A,49725S001,Upsal Hogback,39 37 37.6,241 11 51.7,1233.3
2091,TXLU,A,49573S001,Lubbock RRP2,33 32 07.5,258 09 25.7,956
2092,TXES,A,49512M001,ELLIS,32 22 10.9,263 08 14.0,163.7
2093,NCJA,A,77000P979,Jackson NC,36 24 30.5,282 33 44.6,11.9
2094,DUND,A,50212M003,Dunedin GPS,-45 53 01.1,170 35 49.7,386.9
2095,EGAN,A,77000P331,EGAN_BRGN_NV1996,39 20 42.8,245 03 40.1,1998.3
2096,MSKY,A,77000P926,MUSKEGON,43 14 15.1,273 56 43.4,174.9
2097,BIGR,A,77000P192,BIG RAPIDS,43 40 44.9,274 30 44.1,284.5
2098,MIO1,A,49559S001,Mio,44 39 05.2,275 51 59.4,278.5
2099,NOR1,A,49618S001,Cadillac,44 15 20.9,274 33 46.2,364.1
2100,BAMF,A,40190M001,Bamfield,48 50 07.1,234 51 53.6,10.8
2101,AZBK,A,77000P159,MCDOT BUCKEYE,33 22 10.3,247 22 47.5,242.8
2102,URUM,A,21612M001,"Urumqi, China",43 48 28.6,87 36 02.4,858.8
2103,VCIO,A,49490M001,Vici,36 04 18.1,260 46 57.6,623.9
2104,GUS1,A,49802S001,Gustavus 1,58 25 02.9,224 18 09.5,19.8
2105,GRIS,A,49399M001,Grand Isle,29 15 55.9,270 02 33.7,-17
2106,P562,A,77001P384,SOLEDADMTNCS2004,34 58 55.6,241 48 40.5,1241.1
2107,MPLE,A,49639S001,Mt. Pleasant,43 36 54.2,275 14 17.7,200.6
2108,ADRI,A,49637S001,Adrian,41 55 08.3,275 58 32.5,206
2109,LANS,A,49552S001,Lansing,42 40 25.9,275 20 12.0,241.1
2110,SOWR,A,49621S001,Kalamazoo,42 13 33.1,274 27 59.1,231.4
2111,P230,A,77001P290,MorganTrtyCN2005,37 49 08.2,238 12 48.9,648
2112,TXJC,A,77001P721,Johnson City,30 15 59.2,261 36 09.5,347.6
2113,AB37,A,77000P022,Paxson2___AK2004,62 58 02.3,214 32 53.2,1136.6
2114,ZAN1,A,49520S001,ANCHORAGE WAAS 1,61 13 45.1,210 13 11.1,80.2
2115,BRIG,A,49613S001,Brighton,42 31 12.3,276 14 36.0,261.3
2116,LSUA,A,77000P633,LSU-ALEXANDRIA,31 10 43.5,267 35 15.6,4.7
2117,TMGO,A,49433M001,Table Mountain Gravity,40 07 51.3,254 46 02.2,1673
2118,BRFT,A,41602M002,"Eusebio, Brazil",-3 52 38.8,321 34 28.0,21.7
2119,AVCA,A,49558S001,Avoca,43 03 39.2,277 18 44.1,200.5
2120,BRCH,A,77000P206,TAYMOUTH,43 15 02.8,276 07 57.8,160
2121,CHSN,A,77000P252,CHESANING,43 11 23.5,275 52 37.9,165.1
2122,CPAC,A,77000P281,Capac,43 00 37.8,277 03 56.5,217.9
2123,FRTG,A,49555S001,Fort Gratiot,43 02 15.2,277 30 42.6,156.5
2124,OKEE,A,49553S001,Smiths Creek,42 54 49.9,277 24 18.4,159.7
2125,HRUF,A,49560S001,HENRY RUFF,42 17 05.3,276 39 34.6,163.7
2126,SIBY,A,49554S001,SIBY,42 10 12.5,276 45 31.2,152.5
2127,WRUN,A,77001P879,WILLOW RUN,42 14 05.1,276 27 29.9,186.6
2128,KYCB,A,77000P558,Cumberland Southeast C,36 57 54.6,277 00 07.9,415.6
2129,KYCP,A,77000P559,Campbellsville Univers,37 20 32.0,274 38 59.7,226.2
2130,KYMH,A,77000P562,Morehead State Univers,38 11 02.9,276 33 48.4,221.6
2131,GACO,A,77000P366,COVINGTON,33 36 23.6,276 07 09.1,195.2
2132,1ULM,A,77000P003,U OF LA AT MONROE,32 31 44.5,267 55 26.7,16
2133,P015,A,77001P213,DueceClubSAZ2005,34 15 49.7,249 59 25.8,1930.2
2134,HER2,A,40522M001,Hermosillo Fixed Stati,29 05 33.1,249 01 58.0,186.9
2135,LPAZ,A,40521M001,La Paz,24 08 19.6,249 40 50.3,-6.8
2136,MEXI,A,40519M001,Mexicali,32 37 58.7,244 31 27.4,-22.4
2137,PIMO,A,22003M001,"Quezon City, Philippin",14 38 08.5,121 04 39.8,95.5
2138,MERI,A,40520M001,Merida,20 58 48.1,270 22 46.8,7.9
2139,COL2,A,40524M001,Colima,19 14 39.9,256 17 53.2,528.8
2140,MTY2,A,40518M001,Monterrey,25 42 55.8,259 41 13.5,521.7
2141,IDDR,A,49451M001,Driggs,43 44 46.0,248 53 23.0,1863.9
2142,TXDC,A,77001P697,Decatur,33 14 10.4,262 23 28.7,255.3
2143,TXJA,A,77001P720,Jacksboro,33 11 41.3,261 51 15.7,326.1
2144,TXMW,A,77001P746,Mineral Wells,32 48 15.0,261 51 25.5,246.4
2145,TXSG,A,77001P783,Saginaw,32 51 20.5,262 39 20.9,181.7
2146,TXWE,A,77001P803,Weatherford,32 45 32.0,262 10 35.4,337.4
2147,TXGR,A,77001P710,Glen Rose,32 14 25.3,262 14 43.9,177.5
2148,TXKE,A,77001P723,Keene,32 24 34.9,262 40 36.3,227.9
2149,TXST,A,77001P791,Stephenville,32 13 57.3,261 49 04.1,376.6
2150,NCMG,A,77000P988,Morganton,35 42 27.1,278 20 35.9,343.5
2151,METR,A,49617S001,Auburn Hills,42 41 05.1,276 45 26.0,260.5
2152,VANU,A,51402M001,VANUATU CGPS,-17 44 38.3,168 18 54.5,97.6
2153,CHET,A,40526M001,Chetumal,18 29 42.9,271 42 02.7,2.9
2154,MAC1,A,50135M001,"MacQuarie Island, Sub-",-54 29 58.3,158 56 08.9,-6.8
2155,NTUS,A,22601M001,Nanyang,1 20 44.8,103 40 47.8,75.4
2156,P271,A,77001P301,Woodland1_ca2004,38 39 26.4,238 17 07.6,-18.2
2157,KYSC,A,49440M001,"Somerset,The Center fo",37 03 33.1,275 22 50.9,242.9
2158,OAKH,A,77001P137,OAKDALE HS,30 48 55.8,267 20 34.8,20.2
2159,TXAB,A,77001P661,ABILENE,32 30 11.7,260 14 35.4,488.6
2160,TXWA,A,77001P802,WACO,31 34 39.7,262 53 22.1,101.7
2161,P576,A,77001P390,GallegosRnCS2004,35 40 10.7,239 01 47.9,324.4
2162,AB51,A,77000P030,PetersburgAK2005,56 47 51.4,227 05 11.1,75.8
2163,TLKA,A,49999S001,Talkeetna,62 18 27.5,209 34 46.9,166
2164,GTS1,A,49538S001,Harrisburg,40 15 07.8,283 10 25.1,88.1
2165,IISC,B,22306M002,"Bangalore, India",13 01 16.2,77 34 13.3,843.7
2166,AB48,A,77000P028,PortAlexanAK2005,56 14 42.2,225 21 10.8,5.3
2167,NCFA,A,77000P970,Fayetteville 2006,35 02 02.5,281 07 45.2,15.5
2168,P722,A,77001P430,YNPBassRchMT2005,45 27 26.0,250 25 44.3,1452.8
2169,P036,A,77001P228,ANGELFIRE_NM2004,36 25 12.9,254 42 22.8,2529.9
2170,NESC,A,77001P052,Scotts Bluff CNTY,41 49 37.7,256 20 20.2,1182.5
2171,P051,A,77001P241,BillingsAPMT2005,45 48 23.7,251 27 13.8,1081.1
2172,HOUM,A,77000P417,HOUMA,29 35 32.1,269 16 34.9,-12.7
2173,P693,A,77001P421,MSH_NWDOMEWA2004,46 12 37.1,237 47 51.5,2113
2174,P696,A,77001P423,MSH_EADOMEWA2004,46 11 48.7,237 50 54.1,1600
2175,P698,A,77001P425,MSH_SESLPEWA2004,46 10 24.4,237 50 21.7,1479.4
2176,MIMQ,A,77000P724,MARQUETTE,46 32 43.9,272 37 16.6,155.1
2177,EIL1,A,49805S001,Alaska NGA collocated,64 41 16.5,212 53 13.3,176.5
2178,PBOC,A,49640S002,Prudhoe Bay 2,70 15 23.0,211 39 54.3,20.1
2179,LMCN,A,77000P590,LUMCON,29 15 17.9,269 20 19.3,-16.1
2180,RIS1,A,49868S001,Rock Island 1,42 00 44.2,269 46 27.7,216.3
2181,COLA,A,49378M001,Columbia,34 04 51.5,278 52 41.9,81.6
2182,BHR2,A,24901M002,"Manama, Bahrain",26 12 32.9,50 36 29.3,-17.1
2183,ADE2,A,50109S001,Australia NGA collocat,-34 43 44.3,138 38 50.4,38
2184,BUE2,A,41505S007,"San Martin, Argentina",-34 34 25.3,301 28 50.5,48.7
2185,QUI2,A,42003S003,"Quito, Ecuador",-0 12 54.5,281 30 23.0,2922.5
2186,ZSE1,A,77001P926,Seattle WAAS 1,47 17 13.1,237 48 41.8,81.6
2187,HRM2,A,13235S001,U.Kingdom NGA collocat,51 27 13.4,358 42 57.9,163
2188,EIL2,A,49805S001,Alaska NGA collocated,64 41 16.5,212 53 13.3,176.5
2189,WEL2,A,50208S003,New Zealand NGA colloc,-41 16 21.5,174 46 43.3,46.8
2190,XCTY,A,49412M001,CROSS CITY,29 37 51.6,276 53 30.6,-15.3
2191,GNAA,A,49996S001,Glenallen,62 06 44.5,214 01 47.2,603.3
2192,VABG,A,49462M001,Big Stone Gap VA DMME,36 51 20.6,277 14 23.1,574
2193,NTKA,A,40143M001,"Nootka IS, BC Canada",49 35 32.5,233 23 00.1,-1.5
2194,P271,A,77001P301,Woodland1_ca2004,38 39 26.4,238 17 07.6,-18.2
2195,PRE2,A,30310S001,So Africa NGA collocat,-25 44 46.8,28 13 26.5,1416.3
2196,PIT1,A,49850S001,Pittsburgh,40 33 03.7,280 18 09.9,353
2197,P020,A,77001P215,DRYLNDRSH_WA2004,47 00 07.9,241 26 03.2,480.1
2198,CORV,A,49659M001,CORV_PNGA_OR1996,44 35 07.9,236 41 43.4,105.6
2199,P060,A,77001P248,PollardFltCN2005,40 59 51.4,237 35 06.4,430.8
2200,P480,A,77001P364,Vallecito_CS2004,32 58 33.5,243 39 05.2,436
2201,AUCK,A,50209M001,Whangaparaoa Peninsula,-36 36 10.2,174 50 03.7,132.7
2202,P041,A,77001P233,MARSHALL FIELD,39 56 58.1,254 48 20.6,1728.8
2203,P261,A,77001P297,HunterHillCN2004,38 09 10.6,237 46 56.8,118.2
2204,COVG,A,77000P280,COVINGTON,30 28 33.2,269 54 16.0,-5.9
2205,CENA,A,49997S001,Central,65 29 53.3,215 19 20.5,283.8
2206,GRAZ,A,11001M002,"Graz, Austria",47 04 01.6,15 29 36.5,538.3
2207,TAH2,A,92201S011,TAHI 92201S011,-17 34 37.2,210 23 37.7,99.8
2208,P089,A,77001P254,Wanship___UT2004,40 48 25.5,248 35 04.9,1815.7
2209,MIA3,A,49914M001,Miami 3,25 43 58.1,279 50 23.3,-16.2
2210,GDMA,A,77000P382,Grand Marais,47 44 54.7,269 39 31.4,157.4
2211,CHZZ,A,49764M001,Cape Mears,45 29 11.4,236 01 18.7,50.8
2212,P470,A,77001P358,BaldyMesa_CS2004,34 27 44.6,242 36 21.9,991.4
